jurisdiction,vaccine,week,first_dose,second_dose
Mississippi,Moderna,2020-12-21,50800,50800
Mississippi,Moderna,2020-12-28,17600,17600
Mississippi,Moderna,2021-01-04,17500,17500
Mississippi,Moderna,2021-01-11,17600,17600
Mississippi,Moderna,2021-01-18,18500,18500
Mississippi,Moderna,2021-01-25,18500,18500
Mississippi,Moderna,2021-02-01,24300,24300
Mississippi,Moderna,2021-02-08,26600,26600
Mississippi,Moderna,2021-02-15,28700,28700
Mississippi,Moderna,2021-02-22,28700,28700
Mississippi,Moderna,2021-03-01,28700,28700
Mississippi,Moderna,2021-03-08,28700,28700
Mississippi,Moderna,2021-03-15,28700,28700
Mississippi,Moderna,2021-03-22,28700,28700
Mississippi,Moderna,2021-03-29,28700,28700
Mississippi,Moderna,2021-04-05,30000,30000
Mississippi,Moderna,2021-04-12,30000,30000
Mississippi,Moderna,2021-04-19,32400,32400
Mississippi,Moderna,2021-04-26,32400,32400
Mississippi,Moderna,2021-05-03,32400,32400
Mississippi,Moderna,2021-05-10,33200,33200
Mississippi,Moderna,2021-05-17,33140,33140
Mississippi,Moderna,2021-05-24,33140,33140
Mississippi,Moderna,2021-05-31,32340,32340
Mississippi,Pfizer,2020-12-14,25350,25350
Mississippi,Pfizer,2020-12-21,17550,17550
Mississippi,Pfizer,2020-12-28,22425,22425
Mississippi,Pfizer,2021-01-04,17550,17550
Mississippi,Pfizer,2021-01-11,17550,17550
Mississippi,Pfizer,2021-01-18,18525,18525
Mississippi,Pfizer,2021-01-25,18525,18525
Mississippi,Pfizer,2021-02-01,18525,18525
Mississippi,Pfizer,2021-02-08,18525,18525
Mississippi,Pfizer,2021-02-15,18525,18525
Mississippi,Pfizer,2021-02-22,29250,29250
Mississippi,Pfizer,2021-03-01,33930,33930
Mississippi,Pfizer,2021-03-08,36270,36270
Mississippi,Pfizer,2021-03-15,39780,39780
Mississippi,Pfizer,2021-03-22,39780,39780
Mississippi,Pfizer,2021-03-29,49140,49140
Mississippi,Pfizer,2021-04-05,39780,39780
Mississippi,Pfizer,2021-04-12,40950,40950
Mississippi,Pfizer,2021-04-19,44460,44460
Mississippi,Pfizer,2021-04-26,44460,44460
Mississippi,Pfizer,2021-05-03,44460,44460
Mississippi,Pfizer,2021-05-10,44460,44460
Mississippi,Pfizer,2021-05-17,44460,44460
Mississippi,Pfizer,2021-05-24,44460,44460
Mississippi,Pfizer,2021-05-31,44460,44460
Missouri,Janssen,2021-03-01,50100,NA
Missouri,Janssen,2021-03-15,6900,NA
Missouri,Janssen,2021-03-22,6900,NA
Missouri,Janssen,2021-03-29,35200,NA
Missouri,Janssen,2021-04-05,89600,NA
Missouri,Janssen,2021-04-12,10600,NA
Missouri,Janssen,2021-05-03,13800,NA
Missouri,Janssen,2021-05-10,10600,NA
Missouri,Moderna,2020-12-21,105300,105300
Missouri,Moderna,2020-12-28,36400,36400
Missouri,Moderna,2021-01-04,36200,36200
Missouri,Moderna,2021-01-11,36400,36400
Missouri,Moderna,2021-01-18,38200,38200
Missouri,Moderna,2021-01-25,38200,38200
Missouri,Moderna,2021-02-01,50400,50400
Missouri,Moderna,2021-02-08,55100,55100
Missouri,Moderna,2021-02-15,59500,59500
Missouri,Moderna,2021-02-22,59500,59500
Missouri,Moderna,2021-03-01,59500,59500
Missouri,Moderna,2021-03-08,59500,59500
Missouri,Moderna,2021-03-15,59500,59500
Missouri,Moderna,2021-03-22,59500,59500
Missouri,Moderna,2021-03-29,59500,59500
Missouri,Moderna,2021-04-05,62200,62200
Missouri,Moderna,2021-04-12,62200,62200
Missouri,Moderna,2021-04-19,67100,67100
Missouri,Moderna,2021-04-26,67100,67100
Missouri,Moderna,2021-05-03,67100,67100
Missouri,Moderna,2021-05-10,68600,68600
Missouri,Moderna,2021-05-17,68560,68560
Missouri,Moderna,2021-05-24,68560,68560
Missouri,Moderna,2021-05-31,67060,67060
Missouri,Pfizer,2020-12-14,51675,51675
Missouri,Pfizer,2020-12-21,37050,37050
Missouri,Pfizer,2020-12-28,46800,46800
Missouri,Pfizer,2021-01-04,37050,37050
Missouri,Pfizer,2021-01-11,37050,37050
Missouri,Pfizer,2021-01-18,38025,38025
Missouri,Pfizer,2021-01-25,38025,38025
Missouri,Pfizer,2021-02-01,38025,38025
Missouri,Pfizer,2021-02-08,38025,38025
Missouri,Pfizer,2021-02-15,38025,38025
Missouri,Pfizer,2021-02-22,60840,60840
Missouri,Pfizer,2021-03-01,69030,69030
Missouri,Pfizer,2021-03-08,76050,76050
Missouri,Pfizer,2021-03-15,80730,80730
Missouri,Pfizer,2021-03-22,83070,83070
Missouri,Pfizer,2021-03-29,101790,101790
Missouri,Pfizer,2021-04-05,83070,83070
Missouri,Pfizer,2021-04-12,84240,84240
Missouri,Pfizer,2021-04-19,90090,90090
Missouri,Pfizer,2021-04-26,90090,90090
Missouri,Pfizer,2021-05-03,90090,90090
Missouri,Pfizer,2021-05-10,90090,90090
Missouri,Pfizer,2021-05-17,90090,90090
Missouri,Pfizer,2021-05-24,90090,90090
Missouri,Pfizer,2021-05-31,89820,89820
Montana,Janssen,2021-03-01,8700,NA
Montana,Janssen,2021-03-15,1200,NA
Montana,Janssen,2021-03-22,1200,NA
Montana,Janssen,2021-03-29,6100,NA
Montana,Janssen,2021-04-05,15600,NA
Montana,Janssen,2021-04-12,1900,NA
Montana,Janssen,2021-05-03,2400,NA
Montana,Janssen,2021-05-10,1900,NA
Montana,Moderna,2020-12-21,18300,18300
Montana,Moderna,2020-12-28,6400,6400
Montana,Moderna,2021-01-04,6300,6300
Montana,Moderna,2021-01-11,6400,6400
Montana,Moderna,2021-01-18,6700,6700
Montana,Moderna,2021-01-25,6700,6700
Montana,Moderna,2021-02-01,8800,8800
Montana,Moderna,2021-02-08,9600,9600
Montana,Moderna,2021-02-15,10400,10400
Montana,Moderna,2021-02-22,10400,10400
Montana,Moderna,2021-03-01,10400,10400
Montana,Moderna,2021-03-08,10400,10400
Montana,Moderna,2021-03-15,10400,10400
Montana,Moderna,2021-03-22,10400,10400
Montana,Moderna,2021-03-29,10400,10400
Montana,Moderna,2021-04-05,10800,10800
Montana,Moderna,2021-04-12,10800,10800
Montana,Moderna,2021-04-19,11700,11700
Montana,Moderna,2021-04-26,11700,11700
Montana,Moderna,2021-05-03,11700,11700
Montana,Moderna,2021-05-10,12000,12000
Montana,Moderna,2021-05-17,12060,12060
Montana,Moderna,2021-05-24,12060,12060
Montana,Moderna,2021-05-31,11760,11760
Montana,Pfizer,2020-12-14,9750,9750
Montana,Pfizer,2020-12-21,6825,6825
Montana,Pfizer,2020-12-28,8775,8775
Montana,Pfizer,2021-01-04,6825,6825
Montana,Pfizer,2021-01-11,6825,6825
Montana,Pfizer,2021-01-18,6825,6825
Montana,Pfizer,2021-01-25,6825,6825
Montana,Pfizer,2021-02-01,6825,6825
Montana,Pfizer,2021-02-08,6825,6825
Montana,Pfizer,2021-02-15,6825,6825
Montana,Pfizer,2021-02-22,10530,10530
Montana,Pfizer,2021-03-01,12870,12870
Montana,Pfizer,2021-03-08,14040,14040
Montana,Pfizer,2021-03-15,14040,14040
Montana,Pfizer,2021-03-22,15210,15210
Montana,Pfizer,2021-03-29,17550,17550
Montana,Pfizer,2021-04-05,15210,15210
Montana,Pfizer,2021-04-12,15210,15210
Montana,Pfizer,2021-04-19,16380,16380
Montana,Pfizer,2021-04-26,16380,16380
Montana,Pfizer,2021-05-03,16380,16380
Montana,Pfizer,2021-05-10,16380,16380
Montana,Pfizer,2021-05-17,16380,16380
Montana,Pfizer,2021-05-24,16380,16380
Montana,Pfizer,2021-05-31,16830,16830
Nebraska,Janssen,2021-03-01,15500,NA
Nebraska,Janssen,2021-03-15,2200,NA
Nebraska,Janssen,2021-03-22,2200,NA
Nebraska,Janssen,2021-03-29,10900,NA
Nebraska,Janssen,2021-04-05,27600,NA
Nebraska,Janssen,2021-04-12,3300,NA
Nebraska,Janssen,2021-05-03,4300,NA
Nebraska,Janssen,2021-05-10,3300,NA
Nebraska,Moderna,2020-12-21,32400,32400
Nebraska,Moderna,2020-12-28,11200,11200
Nebraska,Moderna,2021-01-04,11200,11200
Nebraska,Moderna,2021-01-11,11200,11200
Nebraska,Moderna,2021-01-18,11800,11800
Nebraska,Moderna,2021-01-25,11800,11800
Nebraska,Moderna,2021-02-01,15500,15500
Nebraska,Moderna,2021-02-08,17000,17000
Nebraska,Moderna,2021-02-15,18400,18400
Nebraska,Moderna,2021-02-22,18400,18400
Nebraska,Moderna,2021-03-01,18400,18400
Nebraska,Moderna,2021-03-08,18400,18400
Nebraska,Moderna,2021-03-15,18400,18400
Nebraska,Moderna,2021-03-22,18400,18400
Nebraska,Moderna,2021-03-29,18400,18400
Nebraska,Moderna,2021-04-05,19200,19200
Nebraska,Moderna,2021-04-12,19200,19200
Nebraska,Moderna,2021-04-19,20700,20700
Nebraska,Moderna,2021-04-26,20700,20700
Nebraska,Moderna,2021-05-03,20700,20700
Nebraska,Moderna,2021-05-10,21200,21200
Nebraska,Moderna,2021-05-17,21220,21220
Nebraska,Moderna,2021-05-24,21220,21220
Nebraska,Moderna,2021-05-31,20720,20720
Nebraska,Pfizer,2020-12-14,16575,16575
Nebraska,Pfizer,2020-12-21,11700,11700
Nebraska,Pfizer,2020-12-28,14625,14625
Nebraska,Pfizer,2021-01-04,11700,11700
Nebraska,Pfizer,2021-01-11,11700,11700
Nebraska,Pfizer,2021-01-18,11700,11700
Nebraska,Pfizer,2021-01-25,11700,11700
Nebraska,Pfizer,2021-02-01,11700,11700
Nebraska,Pfizer,2021-02-08,11700,11700
Nebraska,Pfizer,2021-02-15,11700,11700
Nebraska,Pfizer,2021-02-22,18720,18720
Nebraska,Pfizer,2021-03-01,22230,22230
Nebraska,Pfizer,2021-03-08,23400,23400
Nebraska,Pfizer,2021-03-15,25740,25740
Nebraska,Pfizer,2021-03-22,25740,25740
Nebraska,Pfizer,2021-03-29,31590,31590
Nebraska,Pfizer,2021-04-05,25740,25740
Nebraska,Pfizer,2021-04-12,26910,26910
Nebraska,Pfizer,2021-04-19,28080,28080
Nebraska,Pfizer,2021-04-26,28080,28080
Nebraska,Pfizer,2021-05-03,28080,28080
Nebraska,Pfizer,2021-05-10,28080,28080
Nebraska,Pfizer,2021-05-17,28080,28080
Nebraska,Pfizer,2021-05-24,28080,28080
Nebraska,Pfizer,2021-05-31,28800,28800
Nevada,Janssen,2021-03-01,24000,NA
Nevada,Janssen,2021-03-15,3300,NA
Nevada,Janssen,2021-03-22,3300,NA
Nevada,Janssen,2021-03-29,16900,NA
Nevada,Janssen,2021-04-05,42900,NA
Nevada,Janssen,2021-04-12,5100,NA
Nevada,Janssen,2021-05-03,6600,NA
Nevada,Janssen,2021-05-10,5100,NA
Nevada,Moderna,2020-12-21,50300,50300
Nevada,Moderna,2020-12-28,17400,17400
Nevada,Moderna,2021-01-04,17300,17300
Nevada,Moderna,2021-01-11,17400,17400
Nevada,Moderna,2021-01-18,18300,18300
Nevada,Moderna,2021-01-25,18300,18300
Nevada,Moderna,2021-02-01,24100,24100
Nevada,Moderna,2021-02-08,26400,26400
Nevada,Moderna,2021-02-15,28500,28500
Nevada,Moderna,2021-02-22,28500,28500
Nevada,Moderna,2021-03-01,28500,28500
Nevada,Moderna,2021-03-08,28500,28500
Nevada,Moderna,2021-03-15,28500,28500
Nevada,Moderna,2021-03-22,28500,28500
Nevada,Moderna,2021-03-29,28500,28500
Nevada,Moderna,2021-04-05,29800,29800
Nevada,Moderna,2021-04-12,29800,29800
Nevada,Moderna,2021-04-19,32100,32100
Nevada,Moderna,2021-04-26,32100,32100
Nevada,Moderna,2021-05-03,32100,32100
Nevada,Moderna,2021-05-10,32900,32900
Nevada,Moderna,2021-05-17,32860,32860
Nevada,Moderna,2021-05-24,32860,32860
Nevada,Moderna,2021-05-31,32060,32060
Nevada,Pfizer,2020-12-14,25350,25350
Nevada,Pfizer,2020-12-21,17550,17550
Nevada,Pfizer,2020-12-28,22425,22425
Nevada,Pfizer,2021-01-04,17550,17550
Nevada,Pfizer,2021-01-11,17550,17550
Nevada,Pfizer,2021-01-18,18525,18525
Nevada,Pfizer,2021-01-25,18525,18525
Nevada,Pfizer,2021-02-01,18525,18525
Nevada,Pfizer,2021-02-08,18525,18525
Nevada,Pfizer,2021-02-15,18525,18525
Nevada,Pfizer,2021-02-22,29250,29250
Nevada,Pfizer,2021-03-01,33930,33930
Nevada,Pfizer,2021-03-08,36270,36270
Nevada,Pfizer,2021-03-15,38610,38610
Nevada,Pfizer,2021-03-22,39780,39780
Nevada,Pfizer,2021-03-29,49140,49140
Nevada,Pfizer,2021-04-05,39780,39780
Nevada,Pfizer,2021-04-12,40950,40950
Nevada,Pfizer,2021-04-19,43290,43290
Nevada,Pfizer,2021-04-26,43290,43290
Nevada,Pfizer,2021-05-03,43290,43290
Nevada,Pfizer,2021-05-10,43290,43290
Nevada,Pfizer,2021-05-17,43290,43290
Nevada,Pfizer,2021-05-24,43290,43290
Nevada,Pfizer,2021-05-31,42840,42840
New Hampshire,Janssen,2021-03-01,11600,NA
New Hampshire,Janssen,2021-03-15,1600,NA
New Hampshire,Janssen,2021-03-22,1600,NA
New Hampshire,Janssen,2021-03-29,8100,NA
New Hampshire,Janssen,2021-04-05,20600,NA
New Hampshire,Janssen,2021-04-12,2500,NA
New Hampshire,Janssen,2021-05-03,3200,NA
New Hampshire,Janssen,2021-05-10,2500,NA
New Hampshire,Moderna,2020-12-21,24200,24200
New Hampshire,Moderna,2020-12-28,8400,8400
New Hampshire,Moderna,2021-01-04,8400,8400
New Hampshire,Moderna,2021-01-11,8400,8400
New Hampshire,Moderna,2021-01-18,8800,8800
New Hampshire,Moderna,2021-01-25,8800,8800
New Hampshire,Moderna,2021-02-01,11600,11600
New Hampshire,Moderna,2021-02-08,12700,12700
New Hampshire,Moderna,2021-02-15,13700,13700
New Hampshire,Moderna,2021-02-22,13700,13700
New Hampshire,Moderna,2021-03-01,13700,13700
New Hampshire,Moderna,2021-03-08,13700,13700
New Hampshire,Moderna,2021-03-15,13700,13700
New Hampshire,Moderna,2021-03-22,13700,13700
New Hampshire,Moderna,2021-03-29,13700,13700
New Hampshire,Moderna,2021-04-05,14300,14300
New Hampshire,Moderna,2021-04-12,14300,14300
New Hampshire,Moderna,2021-04-19,15500,15500
New Hampshire,Moderna,2021-04-26,15500,15500
New Hampshire,Moderna,2021-05-03,15500,15500
New Hampshire,Moderna,2021-05-10,15900,15900
New Hampshire,Moderna,2021-05-17,15800,15800
New Hampshire,Moderna,2021-05-24,15800,15800
New Hampshire,Moderna,2021-05-31,15400,15400
New Hampshire,Pfizer,2020-12-14,12675,12675
New Hampshire,Pfizer,2020-12-21,8775,8775
New Hampshire,Pfizer,2020-12-28,10725,10725
New Hampshire,Pfizer,2021-01-04,8775,8775
New Hampshire,Pfizer,2021-01-11,8775,8775
New Hampshire,Pfizer,2021-01-18,8775,8775
New Hampshire,Pfizer,2021-01-25,8775,8775
New Hampshire,Pfizer,2021-02-01,8775,8775
New Hampshire,Pfizer,2021-02-08,8775,8775
New Hampshire,Pfizer,2021-02-15,8775,8775
New Hampshire,Pfizer,2021-02-22,14040,14040
New Hampshire,Pfizer,2021-03-01,16380,16380
New Hampshire,Pfizer,2021-03-08,17550,17550
New Hampshire,Pfizer,2021-03-15,18720,18720
New Hampshire,Pfizer,2021-03-22,19890,19890
New Hampshire,Pfizer,2021-03-29,23400,23400
New Hampshire,Pfizer,2021-04-05,19890,19890
New Hampshire,Pfizer,2021-04-12,19890,19890
New Hampshire,Pfizer,2021-04-19,21060,21060
New Hampshire,Pfizer,2021-04-26,21060,21060
New Hampshire,Pfizer,2021-05-03,21060,21060
New Hampshire,Pfizer,2021-05-10,21060,21060
New Hampshire,Pfizer,2021-05-17,21060,21060
New Hampshire,Pfizer,2021-05-24,21060,21060
New Hampshire,Pfizer,2021-05-31,21420,21420
New Jersey,Janssen,2021-03-01,73600,NA
New Jersey,Janssen,2021-03-15,10200,NA
New Jersey,Janssen,2021-03-22,10200,NA
New Jersey,Janssen,2021-03-29,51700,NA
New Jersey,Janssen,2021-04-05,131600,NA
New Jersey,Janssen,2021-04-12,15600,NA
New Jersey,Janssen,2021-05-03,20200,NA
New Jersey,Janssen,2021-05-10,15600,NA
New Jersey,Moderna,2020-12-21,154500,154500
New Jersey,Moderna,2020-12-28,53400,53400
New Jersey,Moderna,2021-01-04,53200,53200
New Jersey,Moderna,2021-01-11,53400,53400
New Jersey,Moderna,2021-01-18,56100,56100
New Jersey,Moderna,2021-01-25,56100,56100
New Jersey,Moderna,2021-02-01,74000,74000
New Jersey,Moderna,2021-02-08,80900,80900
New Jersey,Moderna,2021-02-15,87400,87400
New Jersey,Moderna,2021-02-22,87400,87400
New Jersey,Moderna,2021-03-01,87400,87400
New Jersey,Moderna,2021-03-08,87400,87400
New Jersey,Moderna,2021-03-15,87400,87400
New Jersey,Moderna,2021-03-22,87400,87400
New Jersey,Moderna,2021-03-29,87400,87400
New Jersey,Moderna,2021-04-05,91300,91300
New Jersey,Moderna,2021-04-12,91300,91300
New Jersey,Moderna,2021-04-19,98500,98500
New Jersey,Moderna,2021-04-26,98500,98500
New Jersey,Moderna,2021-05-03,98500,98500
New Jersey,Moderna,2021-05-10,100700,100700
New Jersey,Moderna,2021-05-17,100620,100620
New Jersey,Moderna,2021-05-24,100620,100620
New Jersey,Moderna,2021-05-31,98420,98420
New Jersey,Pfizer,2020-12-14,76050,76050
New Jersey,Pfizer,2020-12-21,53625,53625
New Jersey,Pfizer,2020-12-28,68250,68250
New Jersey,Pfizer,2021-01-04,53625,53625
New Jersey,Pfizer,2021-01-11,53625,53625
New Jersey,Pfizer,2021-01-18,55575,55575
New Jersey,Pfizer,2021-01-25,55575,55575
New Jersey,Pfizer,2021-02-01,55575,55575
New Jersey,Pfizer,2021-02-08,55575,55575
New Jersey,Pfizer,2021-02-15,55575,55575
New Jersey,Pfizer,2021-02-22,88920,88920
New Jersey,Pfizer,2021-03-01,101790,101790
New Jersey,Pfizer,2021-03-08,111150,111150
New Jersey,Pfizer,2021-03-15,119340,119340
New Jersey,Pfizer,2021-03-22,120510,120510
New Jersey,Pfizer,2021-03-29,148590,148590
New Jersey,Pfizer,2021-04-05,120510,120510
New Jersey,Pfizer,2021-04-12,124020,124020
New Jersey,Pfizer,2021-04-19,132210,132210
New Jersey,Pfizer,2021-04-26,132210,132210
New Jersey,Pfizer,2021-05-03,132210,132210
New Jersey,Pfizer,2021-05-10,132210,132210
New Jersey,Pfizer,2021-05-17,132210,132210
New Jersey,Pfizer,2021-05-24,132210,132210
New Jersey,Pfizer,2021-05-31,132210,132210
New Mexico,Janssen,2021-03-01,17200,NA
New Mexico,Janssen,2021-03-15,2400,NA
New Mexico,Janssen,2021-03-22,2400,NA
New Mexico,Janssen,2021-03-29,12100,NA
New Mexico,Janssen,2021-04-05,30800,NA
New Mexico,Janssen,2021-04-12,3700,NA
New Mexico,Janssen,2021-05-03,4800,NA
New Mexico,Janssen,2021-05-10,3600,NA
New Mexico,Moderna,2020-12-21,36100,36100
New Mexico,Moderna,2020-12-28,12500,12500
New Mexico,Moderna,2021-01-04,12500,12500
New Mexico,Moderna,2021-01-11,12500,12500
New Mexico,Moderna,2021-01-18,13200,13200
New Mexico,Moderna,2021-01-25,13200,13200
New Mexico,Moderna,2021-02-01,17300,17300
New Mexico,Moderna,2021-02-08,19000,19000
New Mexico,Moderna,2021-02-15,20500,20500
New Mexico,Moderna,2021-02-22,20500,20500
New Mexico,Moderna,2021-03-01,20500,20500
New Mexico,Moderna,2021-03-08,20500,20500
New Mexico,Moderna,2021-03-15,20500,20500
New Mexico,Moderna,2021-03-22,20500,20500
New Mexico,Moderna,2021-03-29,20500,20500
New Mexico,Moderna,2021-04-05,21400,21400
New Mexico,Moderna,2021-04-12,21400,21400
New Mexico,Moderna,2021-04-19,23100,23100
New Mexico,Moderna,2021-04-26,23100,23100
New Mexico,Moderna,2021-05-03,23100,23100
New Mexico,Moderna,2021-05-10,23700,23700
New Mexico,Moderna,2021-05-17,23700,23700
New Mexico,Moderna,2021-05-24,23700,23700
New Mexico,Moderna,2021-05-31,23100,23100
New Mexico,Pfizer,2020-12-14,17550,17550
New Mexico,Pfizer,2020-12-21,12675,12675
New Mexico,Pfizer,2020-12-28,16575,16575
New Mexico,Pfizer,2021-01-04,12675,12675
New Mexico,Pfizer,2021-01-11,12675,12675
New Mexico,Pfizer,2021-01-18,13650,13650
New Mexico,Pfizer,2021-01-25,13650,13650
New Mexico,Pfizer,2021-02-01,13650,13650
New Mexico,Pfizer,2021-02-08,13650,13650
New Mexico,Pfizer,2021-02-15,13650,13650
New Mexico,Pfizer,2021-02-22,21060,21060
New Mexico,Pfizer,2021-03-01,24570,24570
New Mexico,Pfizer,2021-03-08,25740,25740
New Mexico,Pfizer,2021-03-15,28080,28080
New Mexico,Pfizer,2021-03-22,29250,29250
New Mexico,Pfizer,2021-03-29,35100,35100
New Mexico,Pfizer,2021-04-05,29250,29250
New Mexico,Pfizer,2021-04-12,29250,29250
New Mexico,Pfizer,2021-04-19,31590,31590
New Mexico,Pfizer,2021-04-26,31590,31590
New Mexico,Pfizer,2021-05-03,31590,31590
New Mexico,Pfizer,2021-05-10,31590,31590
New Mexico,Pfizer,2021-05-17,31590,31590
New Mexico,Pfizer,2021-05-24,31590,31590
New Mexico,Pfizer,2021-05-31,32490,32490
New York,Janssen,2021-03-01,93700,NA
New York,Janssen,2021-03-15,12900,NA
New York,Janssen,2021-03-22,12900,NA
New York,Janssen,2021-03-29,65800,NA
New York,Janssen,2021-04-05,167600,NA
New York,Janssen,2021-04-12,19800,NA
New York,Janssen,2021-05-03,25700,NA
New York,Janssen,2021-05-10,19800,NA
New York,Moderna,2020-12-21,196800,196800
New York,Moderna,2020-12-28,68000,68000
New York,Moderna,2021-01-04,67700,67700
New York,Moderna,2021-01-11,68000,68000
New York,Moderna,2021-01-18,71400,71400
New York,Moderna,2021-01-25,71400,71400
New York,Moderna,2021-02-01,94200,94200
New York,Moderna,2021-02-08,103000,103000
New York,Moderna,2021-02-15,111300,111300
New York,Moderna,2021-02-22,111300,111300
New York,Moderna,2021-03-01,111300,111300
New York,Moderna,2021-03-08,111300,111300
New York,Moderna,2021-03-15,111300,111300
New York,Moderna,2021-03-22,111300,111300
New York,Moderna,2021-03-29,111300,111300
New York,Moderna,2021-04-05,116300,116300
New York,Moderna,2021-04-12,116300,116300
New York,Moderna,2021-04-19,125400,125400
New York,Moderna,2021-04-26,125400,125400
New York,Moderna,2021-05-03,125400,125400
New York,Moderna,2021-05-10,128200,128200
New York,Moderna,2021-05-17,128240,128240
New York,Moderna,2021-05-24,128240,128240
New York,Moderna,2021-05-31,125440,125440
New York,Pfizer,2020-12-14,96525,96525
New York,Pfizer,2020-12-21,68250,68250
New York,Pfizer,2020-12-28,87750,87750
New York,Pfizer,2021-01-04,68250,68250
New York,Pfizer,2021-01-11,68250,68250
New York,Pfizer,2021-01-18,71175,71175
New York,Pfizer,2021-01-25,71175,71175
New York,Pfizer,2021-02-01,70200,70200
New York,Pfizer,2021-02-08,71175,71175
New York,Pfizer,2021-02-15,71175,71175
New York,Pfizer,2021-02-22,112320,112320
New York,Pfizer,2021-03-01,128700,128700
New York,Pfizer,2021-03-08,140400,140400
New York,Pfizer,2021-03-15,150930,150930
New York,Pfizer,2021-03-22,153270,153270
New York,Pfizer,2021-03-29,188370,188370
New York,Pfizer,2021-04-05,153270,153270
New York,Pfizer,2021-04-12,156780,156780
New York,Pfizer,2021-04-19,168480,168480
New York,Pfizer,2021-04-26,168480,168480
New York,Pfizer,2021-05-03,168480,168480
New York,Pfizer,2021-05-10,168480,168480
New York,Pfizer,2021-05-17,168480,168480
New York,Pfizer,2021-05-24,168480,168480
New York,Pfizer,2021-05-31,167670,167670
New York City,Janssen,2021-03-01,71100,NA
New York City,Janssen,2021-03-15,9800,NA
New York City,Janssen,2021-03-22,9800,NA
New York City,Janssen,2021-03-29,49900,NA
New York City,Janssen,2021-04-05,127200,NA
New York City,Janssen,2021-04-12,15100,NA
New York City,Janssen,2021-05-03,19500,NA
New York City,Janssen,2021-05-10,15100,NA
New York City,Moderna,2020-12-21,149400,149400
New York City,Moderna,2020-12-28,51600,51600
New York City,Moderna,2021-01-04,51400,51400
New York City,Moderna,2021-01-11,51600,51600
New York City,Moderna,2021-01-18,54200,54200
New York City,Moderna,2021-01-25,54200,54200
New York City,Moderna,2021-02-01,71500,71500
New York City,Moderna,2021-02-08,78200,78200
New York City,Moderna,2021-02-15,84500,84500
New York City,Moderna,2021-02-22,84500,84500
New York City,Moderna,2021-03-01,84500,84500
New York City,Moderna,2021-03-08,84500,84500
New York City,Moderna,2021-03-15,84500,84500
New York City,Moderna,2021-03-22,84500,84500
New York City,Moderna,2021-03-29,84500,84500
New York City,Moderna,2021-04-05,88300,88300
New York City,Moderna,2021-04-12,88300,88300
New York City,Moderna,2021-04-19,95200,95200
New York City,Moderna,2021-04-26,95200,95200
New York City,Moderna,2021-05-03,95200,95200
New York City,Moderna,2021-05-10,97400,97400
New York City,Moderna,2021-05-17,97400,97400
New York City,Moderna,2021-05-24,97400,97400
New York City,Moderna,2021-05-31,95200,95200
New York City,Pfizer,2020-12-14,73125,73125
New York City,Pfizer,2020-12-21,51675,51675
New York City,Pfizer,2020-12-28,66300,66300
New York City,Pfizer,2021-01-04,51675,51675
New York City,Pfizer,2021-01-11,51675,51675
New York City,Pfizer,2021-01-18,53625,53625
New York City,Pfizer,2021-01-25,53625,53625
New York City,Pfizer,2021-02-01,53625,53625
New York City,Pfizer,2021-02-08,53625,53625
New York City,Pfizer,2021-02-15,53625,53625
New York City,Pfizer,2021-02-22,85410,85410
New York City,Pfizer,2021-03-01,98280,98280
New York City,Pfizer,2021-03-08,106470,106470
New York City,Pfizer,2021-03-15,114660,114660
New York City,Pfizer,2021-03-22,117000,117000
New York City,Pfizer,2021-03-29,143910,143910
New York City,Pfizer,2021-04-05,117000,117000
New York City,Pfizer,2021-04-12,119340,119340
New York City,Pfizer,2021-04-19,128700,128700
New York City,Pfizer,2021-04-26,128700,128700
New York City,Pfizer,2021-05-03,128700,128700
New York City,Pfizer,2021-05-10,128700,128700
New York City,Pfizer,2021-05-17,128700,128700
New York City,Pfizer,2021-05-24,128700,128700
New York City,Pfizer,2021-05-31,128070,128070
North Carolina,Janssen,2021-03-01,83700,NA
North Carolina,Janssen,2021-03-15,11500,NA
North Carolina,Janssen,2021-03-22,11500,NA
North Carolina,Janssen,2021-03-29,58800,NA
North Carolina,Janssen,2021-04-05,149800,NA
North Carolina,Janssen,2021-04-12,17700,NA
North Carolina,Janssen,2021-05-03,23000,NA
North Carolina,Janssen,2021-05-10,17700,NA
North Carolina,Moderna,2020-12-21,175900,175900
North Carolina,Moderna,2020-12-28,60800,60800
North Carolina,Moderna,2021-01-04,60500,60500
North Carolina,Moderna,2021-01-11,60800,60800
North Carolina,Moderna,2021-01-18,63800,63800
North Carolina,Moderna,2021-01-25,63800,63800
North Carolina,Moderna,2021-02-01,84200,84200
North Carolina,Moderna,2021-02-08,92000,92000
North Carolina,Moderna,2021-02-15,99500,99500
North Carolina,Moderna,2021-02-22,99500,99500
North Carolina,Moderna,2021-03-01,99500,99500
North Carolina,Moderna,2021-03-08,99500,99500
North Carolina,Moderna,2021-03-15,99500,99500
North Carolina,Moderna,2021-03-22,99500,99500
North Carolina,Moderna,2021-03-29,99500,99500
North Carolina,Moderna,2021-04-05,103900,103900
North Carolina,Moderna,2021-04-12,103900,103900
North Carolina,Moderna,2021-04-19,112100,112100
North Carolina,Moderna,2021-04-26,112100,112100
North Carolina,Moderna,2021-05-03,112100,112100
